FID_Baklaw,OBJECTID,PARCELKEY,PARCELNO,DISTRICT,VDC,WARDNO,GRIDS1,PARCELTY,Shape_Leng,Shape_Area,ParcelNote,PARCELLU,UID,FID_Landus,Area,Class,Zonetype,Remarks,ZoneNo,Maxm_Area
-1,0,,0,0,0,,,0,0.0,0.0,,0,,24,49790.5622407,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,49790.5622407
-1,0,,0,0,0,,,0,0.0,0.0,,0,,25,56889.0986928,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,56889.0986928
-1,0,,0,0,0,,,0,0.0,0.0,,0,,26,150921.723619,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,150921.723619
-1,0,,0,0,0,,,0,0.0,0.0,,0,,27,304319.984454,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,304319.984454
-1,0,,0,0,0,,,0,0.0,0.0,,0,,28,106104.198737,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,106104.198737
-1,0,,0,0,0,,,0,0.0,0.0,,0,,29,136454.57537,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,136454.57537
-1,0,,0,0,0,,,0,0.0,0.0,,0,,30,125209.966083,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,125209.966083
-1,0,,0,0,0,,,0,0.0,0.0,,0,,31,348572.949325,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,348572.949325
-1,0,,0,0,0,,,0,0.0,0.0,,0,,32,578597.885025,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,575832.251832
-1,0,,0,0,0,,,0,0.0,0.0,,0,,33,148985.723437,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,865.705259775
-1,0,,0,0,0,,,0,0.0,0.0,,0,,34,81142.9606396,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,58218.3738409
-1,0,,0,0,0,,,0,0.0,0.0,,0,,35,163579.986037,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,163579.986037
-1,0,,0,0,0,,,0,0.0,0.0,,0,,36,1644824.82616,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1644824.82616
-1,0,,0,0,0,,,0,0.0,0.0,,0,,37,569011.796348,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,569011.796348
-1,0,,0,0,0,,,0,0.0,0.0,,0,,38,84527.9583397,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,84527.9583397
-1,0,,0,0,0,,,0,0.0,0.0,,0,,39,147354.364109,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,142999.715441
-1,0,,0,0,0,,,0,0.0,0.0,,0,,40,264705.839016,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,264705.839016
-1,0,,0,0,0,,,0,0.0,0.0,,0,,41,52446.4321737,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,52446.4321737
-1,0,,0,0,0,,,0,0.0,0.0,,0,,42,74842.9720061,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,74842.97191
-1,0,,0,0,0,,,0,0.0,0.0,,0,,43,36432.1887901,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,36432.1888271
-1,0,,0,0,0,,,0,0.0,0.0,,0,,44,46636.5567974,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,46636.5570072
-1,0,,0,0,0,,,0,0.0,0.0,,0,,45,225440.245051,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,225440.245052
-1,0,,0,0,0,,,0,0.0,0.0,,0,,46,27718.7908415,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,27718.7908415
-1,0,,0,0,0,,,0,0.0,0.0,,0,,47,38540.7180033,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,38540.7180034
-1,0,,0,0,0,,,0,0.0,0.0,,0,,48,198462.545405,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,198462.545406
-1,0,,0,0,0,,,0,0.0,0.0,,0,,49,341172.029614,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,341172.029614
-1,0,,0,0,0,,,0,0.0,0.0,,0,,50,212848.87641,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,212848.87641
-1,0,,0,0,0,,,0,0.0,0.0,,0,,51,150524.876178,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,150524.876178
-1,0,,0,0,0,,,0,0.0,0.0,,0,,52,260077.950569,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,260077.950569
-1,0,,0,0,0,,,0,0.0,0.0,,0,,53,94427.5495524,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,94427.5495524
-1,0,,0,0,0,,,0,0.0,0.0,,0,,54,38790.5852834,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,38790.5852834
-1,0,,0,0,0,,,0,0.0,0.0,,0,,55,56501.8615652,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,56501.8615815
-1,0,,0,0,0,,,0,0.0,0.0,,0,,56,54342.0153183,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,54342.0153076
-1,0,,0,0,0,,,0,0.0,0.0,,0,,57,16659.6454637,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,16659.6454638
-1,0,,0,0,0,,,0,0.0,0.0,,0,,58,355221.326578,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,355221.326578
-1,0,,0,0,0,,,0,0.0,0.0,,0,,59,145949.525436,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,145949.525436
-1,0,,0,0,0,,,0,0.0,0.0,,0,,60,172625.910058,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,172625.910058
-1,0,,0,0,0,,,0,0.0,0.0,,0,,61,178250.67729,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,178250.677291
-1,0,,0,0,0,,,0,0.0,0.0,,0,,62,180472.54184,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,180472.54184
-1,0,,0,0,0,,,0,0.0,0.0,,0,,63,73522.1942418,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,73522.1942418
-1,0,,0,0,0,,,0,0.0,0.0,,0,,64,179834.226342,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,179834.226342
-1,0,,0,0,0,,,0,0.0,0.0,,0,,65,49437.0430955,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,49437.0430955
-1,0,,0,0,0,,,0,0.0,0.0,,0,,66,57832.3804472,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,57832.3804472
-1,0,,0,0,0,,,0,0.0,0.0,,0,,67,61156.9016359,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,61156.9016359
-1,0,,0,0,0,,,0,0.0,0.0,,0,,68,103045.034025,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,103045.034025
-1,0,,0,0,0,,,0,0.0,0.0,,0,,69,45297.4606964,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,45297.4606964
-1,0,,0,0,0,,,0,0.0,0.0,,0,,70,123439.503704,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,123439.503704
-1,0,,0,0,0,,,0,0.0,0.0,,0,,71,106299.100887,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,106299.100887
-1,0,,0,0,0,,,0,0.0,0.0,,0,,72,168992.68645,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,168992.68645
-1,0,,0,0,0,,,0,0.0,0.0,,0,,73,74649.5091286,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,74649.5091286
-1,0,,0,0,0,,,0,0.0,0.0,,0,,74,17486.262985,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,17486.262985
-1,0,,0,0,0,,,0,0.0,0.0,,0,,75,63717.9811065,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,63717.9811065
-1,0,,0,0,0,,,0,0.0,0.0,,0,,76,11487.9911116,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,11487.9911116
-1,0,,0,0,0,,,0,0.0,0.0,,0,,77,523657.047139,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,523657.04714
-1,0,,0,0,0,,,0,0.0,0.0,,0,,78,162001.691888,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,162001.691888
-1,0,,0,0,0,,,0,0.0,0.0,,0,,79,136460.013294,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,136460.013294
-1,0,,0,0,0,,,0,0.0,0.0,,0,,80,355723.486177,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,355723.486183
-1,0,,0,0,0,,,0,0.0,0.0,,0,,81,55710.5426099,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,55710.5426099
-1,0,,0,0,0,,,0,0.0,0.0,,0,,82,257404.94663,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,257404.946603
-1,0,,0,0,0,,,0,0.0,0.0,,0,,83,403541.637569,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,403541.637264
-1,0,,0,0,0,,,0,0.0,0.0,,0,,84,104647.547321,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,104647.547321
-1,0,,0,0,0,,,0,0.0,0.0,,0,,85,242553.381323,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,242553.381214
-1,0,,0,0,0,,,0,0.0,0.0,,0,,86,19228.7212696,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,19228.720723
-1,0,,0,0,0,,,0,0.0,0.0,,0,,87,147785.485482,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,147785.485481
-1,0,,0,0,0,,,0,0.0,0.0,,0,,88,157769.337381,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,157769.337381
-1,0,,0,0,0,,,0,0.0,0.0,,0,,89,197360.836347,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,197360.836347
-1,0,,0,0,0,,,0,0.0,0.0,,0,,90,769199.003582,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,769199.003582
-1,0,,0,0,0,,,0,0.0,0.0,,0,,91,482296.765987,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,482296.765893
-1,0,,0,0,0,,,0,0.0,0.0,,0,,92,3452.92918704,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,3452.92918703
-1,0,,0,0,0,,,0,0.0,0.0,,0,,93,738602.703197,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,738406.16529
-1,0,,0,0,0,,,0,0.0,0.0,,0,,94,402074.586779,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,402074.586779
-1,0,,0,0,0,,,0,0.0,0.0,,0,,95,34157.604132,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,34157.604132
-1,0,,0,0,0,,,0,0.0,0.0,,0,,96,22688.2522386,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,22688.2522386
-1,0,,0,0,0,,,0,0.0,0.0,,0,,97,3298.42156162,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,3298.42156162
-1,0,,0,0,0,,,0,0.0,0.0,,0,,98,223368.237616,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,223368.237616
-1,0,,0,0,0,,,0,0.0,0.0,,0,,99,167213.259485,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,167213.259485
-1,0,,0,0,0,,,0,0.0,0.0,,0,,100,7113.37929832,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,7113.37929832
-1,0,,0,0,0,,,0,0.0,0.0,,0,,101,14421.3301018,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,14421.3301018
-1,0,,0,0,0,,,0,0.0,0.0,,0,,102,53316.875946,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,53316.875946
-1,0,,0,0,0,,,0,0.0,0.0,,0,,103,214320.347357,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,214320.347357
-1,0,,0,0,0,,,0,0.0,0.0,,0,,104,1588.0109427,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1588.01094269
-1,0,,0,0,0,,,0,0.0,0.0,,0,,105,127576.916519,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,127576.916519
-1,0,,0,0,0,,,0,0.0,0.0,,0,,106,111245.218316,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,111245.218316
-1,0,,0,0,0,,,0,0.0,0.0,,0,,107,14830.5058837,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,14830.5058837
-1,0,,0,0,0,,,0,0.0,0.0,,0,,108,220962.344191,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,220962.34419
-1,0,,0,0,0,,,0,0.0,0.0,,0,,109,94324.9626159,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,94324.9626159
-1,0,,0,0,0,,,0,0.0,0.0,,0,,110,31811.1203302,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,31811.1203303
-1,0,,0,0,0,,,0,0.0,0.0,,0,,111,2174.82826043,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,2174.82826042
-1,0,,0,0,0,,,0,0.0,0.0,,0,,112,106281.918104,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,106281.918103
-1,0,,0,0,0,,,0,0.0,0.0,,0,,113,20581.4058813,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,20581.4058813
-1,0,,0,0,0,,,0,0.0,0.0,,0,,114,35630.0157424,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,35630.0157424
-1,0,,0,0,0,,,0,0.0,0.0,,0,,115,8913.87598911,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,8913.87598912
-1,0,,0,0,0,,,0,0.0,0.0,,0,,116,4813.52664203,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,4813.52664203
-1,0,,0,0,0,,,0,0.0,0.0,,0,,117,3324.7529009,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,3324.7529009
-1,0,,0,0,0,,,0,0.0,0.0,,0,,118,1072.3302931,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1072.3302931
-1,0,,0,0,0,,,0,0.0,0.0,,0,,119,184850.240874,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,184850.240874
-1,0,,0,0,0,,,0,0.0,0.0,,0,,120,532519.110098,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,532519.110873
-1,0,,0,0,0,,,0,0.0,0.0,,0,,121,54848.6693056,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,54848.6693136
-1,0,,0,0,0,,,0,0.0,0.0,,0,,122,16787.9665197,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,16787.9665197
-1,0,,0,0,0,,,0,0.0,0.0,,0,,123,33419.2500735,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,33419.24999
-1,0,,0,0,0,,,0,0.0,0.0,,0,,124,236852.830619,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,236852.830601
-1,0,,0,0,0,,,0,0.0,0.0,,0,,125,4649.57093684,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,4649.57097709
-1,0,,0,0,0,,,0,0.0,0.0,,0,,126,8040.57553856,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,8040.57553858
-1,0,,0,0,0,,,0,0.0,0.0,,0,,127,25855.8199858,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,25855.8199862
-1,0,,0,0,0,,,0,0.0,0.0,,0,,128,17451.0286211,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,17451.0286212
-1,0,,0,0,0,,,0,0.0,0.0,,0,,129,23845.5145951,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,23845.5145951
-1,0,,0,0,0,,,0,0.0,0.0,,0,,130,14313.1521722,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,14313.1521722
-1,0,,0,0,0,,,0,0.0,0.0,,0,,131,311475.273434,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,311475.273406
-1,0,,0,0,0,,,0,0.0,0.0,,0,,132,38072.0032235,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,38072.0032235
-1,0,,0,0,0,,,0,0.0,0.0,,0,,133,329328.76949,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,329328.76949
-1,0,,0,0,0,,,0,0.0,0.0,,0,,134,112016.872775,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,112016.872776
-1,0,,0,0,0,,,0,0.0,0.0,,0,,135,523572.948907,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,523572.948907
-1,0,,0,0,0,,,0,0.0,0.0,,0,,136,325856.982497,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,325856.982498
-1,0,,0,0,0,,,0,0.0,0.0,,0,,137,499779.897066,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,499779.897066
-1,0,,0,0,0,,,0,0.0,0.0,,0,,138,49531.3472747,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,49531.3472748
-1,0,,0,0,0,,,0,0.0,0.0,,0,,139,246031.028344,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,246031.028344
-1,0,,0,0,0,,,0,0.0,0.0,,0,,140,267489.702241,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,267489.702241
-1,0,,0,0,0,,,0,0.0,0.0,,0,,141,109585.179208,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,109585.179208
-1,0,,0,0,0,,,0,0.0,0.0,,0,,142,376138.834728,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,376138.695284
-1,0,,0,0,0,,,0,0.0,0.0,,0,,143,99055.8623613,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,99055.7229168
-1,0,,0,0,0,,,0,0.0,0.0,,0,,144,6561.21010129,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,6561.21010119
-1,0,,0,0,0,,,0,0.0,0.0,,0,,145,22901.7069142,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,22901.7069142
-1,0,,0,0,0,,,0,0.0,0.0,,0,,146,221494.35153,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,221494.35153
-1,0,,0,0,0,,,0,0.0,0.0,,0,,147,15166.3383133,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,15166.3383133
-1,0,,0,0,0,,,0,0.0,0.0,,0,,148,15213.0921494,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,15213.0921494
-1,0,,0,0,0,,,0,0.0,0.0,,0,,149,191284.277729,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,191284.277729
-1,0,,0,0,0,,,0,0.0,0.0,,0,,150,230571.387693,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,230571.387693
-1,0,,0,0,0,,,0,0.0,0.0,,0,,151,65444.7789318,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,65444.7789318
-1,0,,0,0,0,,,0,0.0,0.0,,0,,152,15844.2165611,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,15844.2165611
-1,0,,0,0,0,,,0,0.0,0.0,,0,,153,27334.586244,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,27334.5862441
-1,0,,0,0,0,,,0,0.0,0.0,,0,,154,5530.40619624,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,5530.40619623
-1,0,,0,0,0,,,0,0.0,0.0,,0,,155,22414.2746741,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,22414.2746741
-1,0,,0,0,0,,,0,0.0,0.0,,0,,156,5662.46420198,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,5662.46420197
-1,0,,0,0,0,,,0,0.0,0.0,,0,,157,24594.8801733,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,24594.8801733
-1,0,,0,0,0,,,0,0.0,0.0,,0,,158,237590.244507,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,237590.244507
-1,0,,0,0,0,,,0,0.0,0.0,,0,,159,71807.0667418,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,71807.0667418
-1,0,,0,0,0,,,0,0.0,0.0,,0,,160,325593.789064,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,325593.789064
-1,0,,0,0,0,,,0,0.0,0.0,,0,,161,8233.13001663,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,8233.13001662
-1,0,,0,0,0,,,0,0.0,0.0,,0,,162,55902.0678135,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,55902.0678135
-1,0,,0,0,0,,,0,0.0,0.0,,0,,163,680539.758847,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,680539.758847
-1,0,,0,0,0,,,0,0.0,0.0,,0,,164,847466.270107,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,847466.270102
-1,0,,0,0,0,,,0,0.0,0.0,,0,,165,42828.7979354,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,42828.7979413
-1,0,,0,0,0,,,0,0.0,0.0,,0,,166,2350.69777724,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,2350.6977771
-1,0,,0,0,0,,,0,0.0,0.0,,0,,167,78357.5791254,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,78357.5791252
-1,0,,0,0,0,,,0,0.0,0.0,,0,,168,336756.595545,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,336756.595545
-1,0,,0,0,0,,,0,0.0,0.0,,0,,169,5939.11269644,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,5939.11269645
-1,0,,0,0,0,,,0,0.0,0.0,,0,,170,1769.28051309,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,1769.2805131
-1,0,,0,0,0,,,0,0.0,0.0,,0,,171,38117.2166711,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,38117.2166712
-1,0,,0,0,0,,,0,0.0,0.0,,0,,172,130723.124384,Agricultural Zone,Agricultural Zone,Agriculture,ZoneNo 1,130723.124384
